1188.4900  CoII_1188    2.3100e-03  0.0000e+00  58.9332  1,27
1188.8332  CI_1188      1.2900e-02  0.0000e+00  12.0107    9
1190.2080  SIII_1190    2.3000e-02  6.2320e+07  32.0660  1,22,1
1190.4158  SiII_1190    2.9300e-01  4.0800e+09  28.0855  1,9,2
1193.0308  CI_1193.0    4.4470e-02  1.3020e+08  12.0107    1
1193.2897  SiII_1193    5.8400e-01  4.0700e+09  28.0855  1,9,2
1193.9955  CI_1193.9    1.2800e-02  0.0000e+00  12.0107  1,16
1194.5002  SiII*_1194   7.2900e-01  4.0800e+09  28.0855  1,36,2
1197.1840  MnII_1197    2.1670e-01  0.0000e+00  54.9381  1,18
1197.3938  SiII*_1197   1.4600e-01  4.0700e+09  28.0855  1,36,2
1199.3910  MnII_1199    1.6940e-01  0.0000e+00  54.9381  1,18
1199.5496  NI_1199      1.3280e-01  4.1040e+08  14.0067    1
1200.2233  NI_1200.2    8.8490e-02  4.0970e+08  14.0067    1
1200.7098  NI_1200.7    4.4230e-02  4.0930e+08  14.0067    1
1201.1180  MnII_1201    1.2130e-01  0.0000e+00  54.9381  1,18
1206.5000  SiIII_1206   1.6690e+00  2.5500e+09  28.0855    1
1207.0500  FeIII_1207   4.4230e-06  0.0000e+00  55.8450    1
1214.5660  FeIII_1214   4.2730e-04  0.0000e+00  55.8450    1
1215.3394  D_a          4.1650e-01  0.0000e+00   2.0079    1
1215.6701  Ly_a         4.1640e-01  6.2650e+08   1.0079    1
1238.8210  NV_1238      1.5700e-01  3.4110e+08  14.0067    1
1239.9253  MgII_1239    5.9800e-04  0.0000e+00  24.3050  1,17
1240.3947  MgII_1240    3.3220e-04  0.0000e+00  24.3050  1,17
1242.8040  NV_1242      7.8230e-02  3.3780e+08  14.0067    1
1250.5840  SII_1250     5.4530e-03  5.2600e+07  32.0660    1
1253.8110  SII_1253     1.0880e-02  4.6200e+07  32.0660    1
1255.2720  SiI_1255     2.8900e-01  0.0000e+00  28.0855  1,9
1259.5190  SII_1259     1.6240e-02  4.5600e+07  32.0660    1
1260.4221  SiII_1260    1.1800e+00  2.9500e+09  28.0855  1,9,2
1260.5330  FeII_1260    2.5000e-02  0.0000e+00  55.8450    1
1260.7351  CI_1260      5.0700e-02  2.4000e+08  12.0107    2
1264.7377  SiII*_1264   1.0600e-00  2.9300e+09  28.0855  1,36,2
1265.0020  SiII*_1265   1.1800e-01  2.9500e+09  28.0855  1,36,2
1277.2452  CI_1277      8.5300e-02  2.3200e+08  12.0107    2
1277.2827  CI*_1277.2   6.6600e-02  2.4600e+08  12.0107    2 
1277.5131  CI*_1277.5   2.1000e-02  2.3200e+08  12.0107    2 
1277.5496  CI**_1277.5  8.1170e-02  2.5890e+08  12.0107    1
1277.7229  CI**_1277.7  1.4490e-02  2.5890e+08  12.0107    1  
1280.1353  CI_1280      2.4320e-02  1.0630e+08  12.0107    1
1301.8740  PII_1301     1.2710e-02  4.8200e+07  30.9738  1,30,2
1302.1685  OI_1302      4.8870e-02  5.7500e+08  15.9994    1
1304.3702  SiII_1304    8.6000e-02  1.0100e+09  28.0855  1,7,2
1304.8576  OI*_1304     4.8770e-02  5.7500e+08  15.9994    1,2
1309.2757  SiII*_1309   8.6700e-02  1.0100e+09  28.0855  1,36,2
1314.9940  PI_1314      1.4390e-02  0.0000e+00  30.9738    1
1317.2170  NiII_1317    1.4580e-01  0.0000e+00  58.6934    1
1328.8333  CI_1328      7.5800e-02  2.8800e+08  12.0107    2
1329.5775  CI**_1329.5  5.6900e-02  2.8700e+08  12.0107    2  
1329.6004  CI**_1329.6  1.8900e-02  2.8800e+08  12.0107    2
1334.5323  CII_1334     1.2780e-01  2.8700e+08  12.0107    1
1335.6627  CII*_1335.6  1.2770e-02  2.8700e+08  12.0107    1
1335.7077  CII*_1335.7  1.1490e-01  2.8640e+08  12.0107    1
1335.7258  ClI_1335     2.9900e-02  6.7600e+08  35.4527  1,33,1
1341.8901  CaII_1341    1.9440e-03  0.0000e+00  40.0780  1,10
1342.5536  CaII_1342    1.1210e-03  0.0000e+00  40.0780  1,10
1345.8780  NiII_1345    7.6900e-03  0.0000e+00  58.6934  1,5*
1347.2396  ClI_1347     1.5300e-01  6.6200e+08  35.4527  1,34,1
1355.5977  OI_1355      1.2480e-06  0.0000e+00  15.9994    1
1358.7730  CuII_1358    2.6200e-01  7.2000e+08  63.5460  1,35,2
1367.9509  CuII_1367    1.8000e-01  6.2300e+08  63.5460  1,35,2
1370.1320  NiII_1370    7.6900e-02  0.0000e+00  58.6934  1,5*
1373.4905  PI_1373      1.3430e-02  0.0000e+00  30.9738    1
1377.0730  PI_1377      1.7300e-02  0.0000e+00  30.9738    1
1379.4282  PI_1379      4.2460e-02  0.0000e+00  30.9738    1
1381.4760  PI_1381      7.9060e-02  0.0000e+00  30.9738    1
1393.3240  NiII_1393    1.0090e-02  0.0000e+00  58.6934  1,5*
1393.7550  SiIV_1393    5.1400e-01  8.8250e+08  28.0855    1
1402.7700  SiIV_1402    2.5530e-01  8.6560e+08  28.0855    1
1414.4020  GaII_1414    1.7990e-00  2.0000e+09  69.7230    1
1424.7790  CoII_1424    1.0900e-02  0.0000e+00  58.9332  1,27
1448.0110  CoII_1448    7.9000e-03  0.0000e+00  58.9332  1,11
1454.8420  NiII_1454    3.2300e-02  0.0000e+00  58.6934  1,4
1466.2030  CoII_1466    3.1000e-02  0.0000e+00  58.9332  1,11
1467.2590  NiII_1467.2  6.3000e-03  0.0000e+00  58.6934  1,4
1467.7560  NiII_1467.7  9.9000e-03  0.0000e+00  58.6934  1,4
1472.3951  CuII_1472    2.2000e-02  3.6000e+08  63.5460  1,35,2
1480.9510  CoII_1480    1.1900e-02  0.0000e+00  58.9332  1,11
1502.1480  NiII_1502    1.3300e-02  0.0000e+00  58.6934    1
1526.7066  SiII_1526    1.3200e-01  1.1300e+09  28.0855  1,9,2
1532.5330  PII_1532     7.6100e-03  4.7700e+06  30.9738  1,1,2
1533.4312  SiII*_1533   1.3200e-01  1.1300e+09  28.0855  1,31,2
1547.9460  CoII_1547    1.1110e-02  0.0000e+00  58.9332  1,27
1548.1950  CIV_1548     1.9080e-01  2.6540e+08  12.0107    1
1550.7700  CIV_1550     9.5220e-02  2.6410e+08  12.0107    1
1552.7600  CoII_1552    1.1600e-02  0.0000e+00  58.9332  1,11
1554.2960  SiI_1554     7.6740e-02  0.0000e+00  28.0855    1
